index,Player,Summary_#,Nation,Summary_Pos,Age,Min,Summary_Gls,Summary_Ast,Summary_PK,Summary_PKatt,Summary_Sh,Summary_SoT,Summary_CrdY,Summary_CrdR,Summary_Touches,Summary_Tkl,Summary_Int,Summary_Blocks,Summary_xG,Summary_npxG,Summary_xAG,Summary_SCA,Summary_GCA,Summary_Cmp,Summary_pass_Att,Summary_Cmp%,Summary_PrgP,Summary_Carries,Summary_PrgC,Summary_takes_on_Att,Summary_Succ,Passing_#,Passing_Pos,Passing_total_Cmp,Passing_total_Att,Passing_total_Cmp%,Passing_TotDist,Passing_PrgDist,Passing_short_Cmp,Passing_short_Att,Passing_short_Cmp%,Passing_medium_Cmp,Passing_medium_Att,Passing_medium_Cmp%,Passing_long_Cmp,Passing_long_Att,Passing_long_Cmp%,Passing_Ast,Passing_xAG,Passing_xA,Passing_KP,Passing_1/3,Passing_PPA,Passing_CrsPA,Passing_PrgP,Pass_Types_#,Pass_Types_Pos,Pass_Types_Att,Pass_Types_Live,Pass_Types_Dead,Pass_Types_FK,Pass_Types_TB,Pass_Types_Sw,Pass_Types_Crs,Pass_Types_TI,Pass_Types_CK,Pass_Types_In,Pass_Types_Out,Pass_Types_Str,Pass_Types_Cmp,Pass_Types_Off,Pass_Types_Blocks,Defensive_Actions_#,Defensive_Actions_Pos,Defensive_Actions_total_Tkl,Defensive_Actions_TklW,Defensive_Actions_Def 3rd,Defensive_Actions_Mid 3rd,Defensive_Actions_Att 3rd,Defensive_Actions_dribblers_Tkl,Defensive_Actions_Att,Defensive_Actions_Tkl%,Defensive_Actions_Lost,Defensive_Actions_Blocks,Defensive_Actions_Sh,Defensive_Actions_Pass,Defensive_Actions_Int,Defensive_Actions_Tkl+Int,Defensive_Actions_Clr,Defensive_Actions_Err,Possession_#,Possession_Pos,Possession_Touches,Possession_Def Pen,Possession_Def 3rd,Possession_Mid 3rd,Possession_Att 3rd,Possession_Att Pen,Possession_Live,Possession_Att,Possession_Succ,Possession_Succ%,Possession_Tkld,Possession_Tkld%,Possession_Carries,Possession_TotDist,Possession_PrgDist,Possession_PrgC,Possession_1/3,Possession_CPA,Possession_Mis,Possession_Dis,Possession_Rec,Possession_PrgR,Miscellaneous_Stats_#,Miscellaneous_Stats_Pos,Miscellaneous_Stats_CrdY,Miscellaneous_Stats_CrdR,Miscellaneous_Stats_2CrdY,Miscellaneous_Stats_Fls,Miscellaneous_Stats_Fld,Miscellaneous_Stats_Off,Miscellaneous_Stats_Crs,Miscellaneous_Stats_Int,Miscellaneous_Stats_TklW,Miscellaneous_Stats_PKwon,Miscellaneous_Stats_PKcon,Miscellaneous_Stats_OG,Miscellaneous_Stats_Recov,Miscellaneous_Stats_Won,Miscellaneous_Stats_Lost,Miscellaneous_Stats_Won%,Goalkeeping_SoTA,Goalkeeping_GA,Goalkeeping_Saves,Goalkeeping_Save%,Goalkeeping_PSxG,Goalkeeping_Cmp,Goalkeeping_Att,Goalkeeping_Cmp%,Goalkeeping_Att (GK),Goalkeeping_Thr,Goalkeeping_Launch%,Goalkeeping_AvgLen,Goalkeeping_Att,Goalkeeping_Launch%,Goalkeeping_AvgLen,Goalkeeping_Opp,Goalkeeping_Stp,Goalkeeping_Stp%,Goalkeeping_#OPA,Goalkeeping_AvgDist,home,game_id
14,Pep Biel,11.0,es ESP,LM,27-179,30,0,0,0,0,1,0,0,0,21,0,0,0,0.1,0.1,0.0,1,0,16,20,80.0,3,8,1,2,2,11.0,LM,16,20,80.0,254,106,9,10,90.0,6,8,75.0,1,1,100.0,0,0.0,0.0,0,2,0,0,3,11.0,LM,20,20,0,0,0,0,1,0,0,0,0,0,16,0,0,11.0,LM,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,11.0,LM,21,1,4,10,7,2,21,2,2,100.0,0,0.0,8,57,30,1,0,1,0,1,14,1,11.0,LM,0,0,0,1,0,0,1,0,0,0,0,0,4,2,0,100.0,,,,,,,,,,,,,,,,,,,,,0,212
15,Phillip Tietz,21.0,de GER,FW,26-237,90,2,0,0,0,4,2,0,0,35,1,0,2,0.9,0.9,0.1,3,0,17,24,70.8,5,17,3,1,1,21.0,FW,17,24,70.8,344,91,8,12,66.7,4,6,66.7,5,5,100.0,0,0.1,0.2,2,2,1,0,5,21.0,FW,24,24,0,0,0,0,0,0,0,0,0,0,17,0,1,21.0,FW,1,0,0,1,0,0,0,,0,2,2,0,0,1,1,0,21.0,FW,35,2,7,9,20,6,35,1,1,100.0,0,0.0,17,108,66,3,2,2,2,0,22,8,21.0,FW,0,0,0,2,0,0,0,0,0,0,0,0,7,2,5,28.6,,,,,,,,,,,,,,,,,,,,,0,212
0,16 Players,,,,,990,2,1,0,0,12,2,3,0,542,17,5,10,0.9,0.9,0.6,20,3,336,447,75.2,33,265,8,21,9,,,336,447,75.2,6275,2397,140,174,80.5,142,170,83.5,45,84,53.6,1,0.6,0.7,8,31,3,0,33,,,447,400,47,16,0,2,17,17,5,1,4,0,336,0,10,,,17,10,8,8,1,9,16,56.3,7,10,1,9,5,22,13,0,,,542,44,172,251,127,17,542,21,9,42.9,10,47.6,265,1052,475,8,7,5,14,4,334,33,,,3,0,0,19,13,0,17,5,10,0,1,0,48,18,20,47.4,,,,,,,,,,,,,,,,,,,,,1,213
1,Amin Sarr,9.0,se SWE,AM,22-357,26,0,0,0,0,1,0,0,0,9,0,0,0,0.0,0.0,0.0,0,0,1,5,20.0,0,2,0,0,0,9.0,AM,1,5,20.0,10,0,1,3,33.3,0,1,0.0,0,0,,0,0.0,0.0,0,0,0,0,0,9.0,AM,5,5,0,0,0,0,0,0,0,0,0,0,1,0,1,9.0,AM,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,9.0,AM,9,0,0,6,3,0,9,0,0,,0,,2,4,1,0,0,0,2,0,6,2,9.0,AM,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,75.0,,,,,,,,,,,,,,,,,,,,,1,213
2,Aster Vranckx,6.0,be BEL,DM,21-150,10,0,0,0,0,1,0,0,0,9,1,0,1,0.0,0.0,0.0,2,0,3,6,50.0,1,5,0,0,0,6.0,DM,3,6,50.0,77,52,2,3,66.7,0,2,0.0,1,1,100.0,0,0.0,0.0,0,1,0,0,1,6.0,DM,6,6,0,0,0,0,1,0,0,0,0,0,3,0,0,6.0,DM,1,1,1,0,0,0,0,,0,1,0,1,0,1,0,0,6.0,DM,9,0,2,4,3,0,9,0,0,,0,,5,20,8,0,0,0,0,0,4,0,6.0,DM,0,0,0,0,2,0,1,0,1,0,0,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,1,213
3,Joakim Mæhle,21.0,dk DEN,LB,26-287,90,1,0,0,0,1,1,1,0,60,1,0,4,0.1,0.1,0.0,1,0,38,48,79.2,7,28,2,6,3,21.0,LB,38,48,79.2,745,341,11,17,64.7,21,23,91.3,5,6,83.3,0,0.0,0.1,1,7,1,0,7,21.0,LB,48,37,11,2,0,0,1,9,0,0,0,0,38,0,0,21.0,LB,1,1,1,0,0,1,1,100.0,0,4,0,4,0,1,1,0,21.0,LB,60,1,12,35,16,3,60,6,3,50.0,2,33.3,28,162,86,2,2,0,2,0,30,2,21.0,LB,1,0,0,3,0,0,1,0,1,0,1,0,4,1,0,100.0,,,,,,,,,,,,,,,,,,,,,1,213
4,Jonas Wind,23.0,dk DEN,FW,25-024,26,0,0,0,0,2,0,0,0,13,0,0,0,0.1,0.1,0.0,2,1,7,11,63.6,2,8,2,0,0,23.0,FW,7,11,63.6,98,42,6,9,66.7,0,0,,1,1,100.0,0,0.0,0.0,1,1,0,0,2,23.0,FW,11,10,1,1,0,0,0,0,0,0,0,0,7,0,1,23.0,FW,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,23.0,FW,13,0,1,7,5,2,13,0,0,,0,,8,40,24,2,1,1,0,1,11,2,23.0,FW,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,66.7,,,,,,,,,,,,,,,,,,,,,1,213
5,Kevin Behrens,17.0,de GER,FW,33-028,64,0,0,0,0,0,0,0,0,22,0,2,1,0.0,0.0,0.0,0,0,8,13,61.5,0,10,0,2,1,17.0,FW,8,13,61.5,110,4,5,6,83.3,0,1,0.0,1,3,33.3,0,0.0,0.0,0,1,0,0,0,17.0,FW,13,13,0,0,0,0,0,0,0,0,0,0,8,0,0,17.0,FW,0,0,0,0,0,0,0,,0,1,0,1,2,2,1,0,17.0,FW,22,1,3,8,12,0,22,2,1,50.0,1,50.0,10,17,4,0,0,0,3,0,12,5,17.0,FW,0,0,0,1,1,0,0,2,0,0,0,0,3,2,7,22.2,,,,,,,,,,,,,,,,,,,,,1,213
6,Kevin Paredes,40.0,us USA,LW,20-300,80,0,0,0,0,1,0,0,0,37,2,0,0,0.0,0.0,0.3,4,1,15,25,60.0,2,23,2,4,2,40.0,LW,15,25,60.0,225,70,6,11,54.5,7,9,77.8,1,4,25.0,0,0.3,0.2,2,0,1,0,2,40.0,LW,25,24,1,0,0,0,3,1,0,0,0,0,15,0,0,40.0,LW,2,1,1,1,0,0,1,0.0,1,0,0,0,0,2,1,0,40.0,LW,37,2,7,13,17,3,37,4,2,50.0,2,50.0,23,136,47,2,1,3,2,0,27,5,40.0,LW,0,0,0,0,3,0,3,0,1,0,0,0,0,1,0,100.0,,,,,,,,,,,,,,,,,,,,,1,213
7,Koen Casteels,1.0,be BEL,GK,31-251,90,0,0,0,0,0,0,0,0,31,0,0,0,0.0,0.0,0.0,1,0,20,30,66.7,0,20,0,0,0,1.0,GK,20,30,66.7,511,317,2,2,100.0,13,13,100.0,5,15,33.3,0,0.0,0.0,0,1,0,0,0,1.0,GK,30,26,4,2,0,1,0,0,0,0,0,0,20,0,0,1.0,GK,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1.0,GK,31,22,30,1,0,0,31,0,0,,0,,20,93,63,0,0,0,0,0,21,0,1.0,GK,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,3.0,3.0,0.0,33.3,1.6,2.0,12.0,16.7,28.0,3.0,39.3,36.6,2.0,50.0,43.5,10.0,0.0,0.0,1.0,14.7,1,213
8,Lovro Majer,19.0,hr CRO,AM,26-045,64,0,1,0,0,0,0,0,0,32,0,0,1,0.0,0.0,0.1,1,1,15,25,60.0,0,14,0,1,0,19.0,AM,15,25,60.0,230,26,10,12,83.3,1,3,33.3,3,8,37.5,1,0.1,0.0,1,1,0,0,0,19.0,AM,25,19,6,2,0,0,5,1,3,0,3,0,15,0,0,19.0,AM,0,0,0,0,0,0,0,,0,1,0,1,0,0,1,0,19.0,AM,32,0,3,15,14,1,32,1,0,0.0,1,100.0,14,41,9,0,0,0,1,1,21,4,19.0,AM,0,0,0,2,0,0,5,0,0,0,0,0,1,1,2,33.3,,,,,,,,,,,,,,,,,,,,,1,213
9,Lukas Nmecha,10.0,de GER,LW,25-079,10,1,0,0,0,1,1,0,0,6,0,0,1,0.1,0.1,0.0,1,0,3,3,100.0,1,2,0,0,0,10.0,LW,3,3,100.0,48,15,1,1,100.0,0,0,,1,1,100.0,0,0.0,0.0,0,1,0,0,1,10.0,LW,3,3,0,0,0,0,0,0,0,0,0,0,3,0,0,10.0,LW,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,10.0,LW,6,0,0,2,4,1,6,0,0,,0,,2,0,0,0,0,0,1,1,3,1,10.0,LW,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,100.0,,,,,,,,,,,,,,,,,,,,,1,213
10,Maxence Lacroix,4.0,fr FRA,CB,23-331,90,0,0,0,0,1,0,0,0,63,3,1,1,0.1,0.1,0.0,2,0,43,50,86.0,4,26,0,0,0,4.0,CB,43,50,86.0,923,364,12,14,85.7,24,27,88.9,6,7,85.7,0,0.0,0.0,0,3,0,0,4,4.0,CB,50,45,5,2,0,0,0,0,0,0,0,0,43,0,1,4.0,CB,3,0,0,3,0,2,2,100.0,0,1,1,0,1,4,5,0,4.0,CB,63,8,28,34,2,1,63,0,0,,0,,26,89,32,0,0,0,0,0,34,0,4.0,CB,0,0,0,4,2,0,0,1,0,0,0,0,5,2,2,50.0,,,,,,,,,,,,,,,,,,,,,1,213
11,Maximilian Arnold,27.0,de GER,DM,29-280,90,0,0,0,0,1,0,1,0,60,2,0,0,0.0,0.0,0.2,5,0,38,56,67.9,4,28,0,0,0,27.0,DM,38,56,67.9,865,293,13,17,76.5,14,19,73.7,10,18,55.6,0,0.2,0.2,3,8,1,0,4,27.0,DM,56,46,10,5,0,1,5,0,2,1,1,0,38,0,3,27.0,DM,2,1,0,2,0,2,2,100.0,0,0,0,0,0,2,0,0,27.0,DM,60,2,14,39,7,0,60,0,0,,0,,28,65,22,0,0,0,0,0,33,1,27.0,DM,1,0,0,2,3,0,5,0,1,0,0,0,10,0,1,0.0,,,,,,,,,,,,,,,,,,,,,1,213
12,Moritz Jenz,25.0,de GER,CB,24-307,90,0,0,0,0,1,0,0,0,72,3,0,0,0.0,0.0,0.0,0,0,62,68,91.2,2,39,0,0,0,25.0,CB,62,68,91.2,1117,436,25,26,96.2,32,34,94.1,5,8,62.5,0,0.0,0.0,0,3,0,0,2,25.0,CB,68,67,1,1,0,0,0,0,0,0,0,0,62,0,0,25.0,CB,3,3,2,1,0,1,2,50.0,1,0,0,0,0,3,1,0,25.0,CB,72,4,40,31,1,1,72,0,0,,0,,39,143,67,0,0,0,0,0,52,0,25.0,CB,0,0,0,2,0,0,0,0,3,0,0,0,2,4,2,66.7,,,,,,,,,,,,,,,,,,,,,1,213
13,Ridle Baku,20.0,de GER,RB,25-329,90,0,0,0,0,0,0,1,0,57,5,0,0,0.0,0.0,0.0,1,0,38,49,77.6,5,25,2,3,1,20.0,RB,38,49,77.6,620,211,19,20,95.0,16,21,76.2,2,7,28.6,0,0.0,0.0,0,1,0,0,5,20.0,RB,49,43,6,0,0,0,1,6,0,0,0,0,38,0,1,20.0,RB,5,3,3,1,1,3,5,60.0,2,0,0,0,0,5,1,0,20.0,RB,57,1,16,26,16,0,57,3,1,33.3,2,66.7,25,92,44,2,0,0,0,0,34,3,20.0,RB,1,0,0,2,1,0,1,0,3,0,0,0,5,0,1,0.0,,,,,,,,,,,,,,,,,,,,,1,213
14,Tiago Tomás,11.0,pt POR,RW,21-260,45,0,0,0,0,0,0,0,0,14,0,0,1,0.0,0.0,0.0,0,0,6,9,66.7,0,7,0,3,0,11.0,RW,6,9,66.7,102,7,3,3,100.0,3,4,75.0,0,1,0.0,0,0.0,0.0,0,1,0,0,0,11.0,RW,9,8,1,1,0,0,1,0,0,0,0,0,6,0,1,11.0,RW,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,0,0,11.0,RW,14,0,3,6,5,1,14,3,0,0.0,2,66.7,7,14,0,0,0,1,1,0,9,3,11.0,RW,0,0,0,0,1,0,1,0,0,0,0,0,2,0,2,0.0,,,,,,,,,,,,,,,,,,,,,1,213
15,Václav Černý,7.0,cz CZE,RW,26-137,45,0,0,0,0,1,0,0,0,21,0,1,0,0.1,0.1,0.0,0,0,13,17,76.5,2,13,0,2,2,7.0,RW,13,17,76.5,219,101,7,8,87.5,4,5,80.0,2,2,100.0,0,0.0,0.0,0,1,0,0,2,7.0,RW,17,17,0,0,0,0,0,0,0,0,0,0,13,0,1,7.0,RW,0,0,0,0,0,0,2,0.0,2,0,0,0,1,1,1,0,7.0,RW,21,2,5,7,11,1,21,2,2,100.0,0,0.0,13,52,29,0,2,0,1,1,15,2,7.0,RW,0,0,0,1,0,0,0,1,0,0,0,0,4,0,0,,,,,,,,,,,,,,,,,,,,,,1,213
0,16 Players,,,,,990,3,2,1,1,6,2,2,0,714,14,5,15,1.1,0.3,0.3,13,6,515,626,82.3,36,266,13,18,7,,,515,626,82.3,9026,3232,227,264,86.0,230,252,91.3,49,78,62.8,2,0.3,0.4,6,23,4,2,36,,,626,579,45,18,0,4,15,11,4,2,1,0,515,2,13,,,14,10,6,6,2,10,19,52.6,9,15,4,11,5,19,17,0,,,714,84,297,305,114,14,713,18,7,38.9,9,50.0,266,1344,701,13,11,5,14,8,510,36,,,2,0,0,14,19,2,15,5,10,1,0,0,49,20,18,52.6,,,,,,,,,,,,,,,,,,,,,0,213
1,Alexander Nübel,33.0,de GER,GK,27-154,90,0,0,0,0,0,0,0,0,51,0,0,0,0.0,0.0,0.0,0,0,40,51,78.4,0,30,0,0,0,33.0,GK,40,51,78.4,1006,727,9,9,100.0,20,20,100.0,11,22,50.0,0,0.0,0.0,0,0,0,0,0,33.0,GK,51,45,6,3,0,0,0,0,0,0,0,0,40,0,0,33.0,GK,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,33.0,GK,51,46,51,0,0,0,51,0,0,,0,,30,104,59,0,0,0,0,0,37,0,33.0,GK,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,100.0,2.0,2.0,0.0,0.0,1.0,7.0,16.0,43.8,48.0,3.0,31.3,31.7,3.0,33.3,28.0,15.0,1.0,6.7,3.0,13.9,0,213
2,Angelo Stiller,6.0,de GER,CM,22-333,89,0,0,0,0,0,0,0,0,89,3,2,1,0.0,0.0,0.0,1,0,67,82,81.7,6,29,1,0,0,6.0,CM,67,82,81.7,1300,452,25,33,75.8,33,35,94.3,9,13,69.2,0,0.0,0.0,0,4,0,0,6,6.0,CM,82,75,7,3,0,1,3,0,3,1,1,0,67,0,1,6.0,CM,3,2,2,1,0,1,1,100.0,0,1,0,1,2,5,0,0,6.0,CM,89,4,34,42,13,0,89,0,0,,0,,29,150,67,1,1,0,1,0,62,2,6.0,CM,0,0,0,1,2,0,3,2,2,0,0,0,7,1,0,100.0,,,,,,,,,,,,,,,,,,,,,0,213
3,Anthony Rouault,29.0,fr FRA,CB,22-278,90,0,0,0,0,0,0,0,0,66,1,0,1,0.0,0.0,0.0,2,1,53,64,82.8,2,28,0,0,0,29.0,CB,53,64,82.8,877,312,26,29,89.7,22,28,78.6,4,5,80.0,0,0.0,0.0,1,3,0,0,2,29.0,CB,64,61,3,3,0,0,0,0,0,0,0,0,53,0,1,29.0,CB,1,1,1,0,0,1,2,50.0,1,1,1,0,0,1,0,0,29.0,CB,66,2,32,29,5,0,66,0,0,,0,,28,95,62,0,1,0,0,0,46,0,29.0,CB,0,0,0,1,2,0,0,0,1,0,0,0,1,3,3,50.0,,,,,,,,,,,,,,,,,,,,,0,213
4,Atakan Karazor,16.0,,CM,27-141,90,0,0,0,0,0,0,1,0,59,3,0,2,0.0,0.0,0.0,0,0,46,53,86.8,3,8,0,0,0,16.0,CM,46,53,86.8,767,209,23,27,85.2,21,23,91.3,2,3,66.7,0,0.0,0.0,0,2,0,0,3,16.0,CM,53,48,5,5,0,0,0,0,0,0,0,0,46,0,0,16.0,CM,3,3,1,1,1,3,5,60.0,2,2,0,2,0,3,3,0,16.0,CM,59,3,17,39,4,0,59,0,0,,0,,8,26,5,0,0,0,0,0,41,0,16.0,CM,1,0,0,2,2,0,0,0,3,0,0,0,4,1,1,50.0,,,,,,,,,,,,,,,,,,,,,0,213
5,Chris Führich,27.0,de GER,AM,26-053,70,0,0,0,0,2,0,0,0,39,0,0,1,0.0,0.0,0.0,1,1,25,30,83.3,7,20,3,4,0,27.0,AM,25,30,83.3,430,131,9,9,100.0,14,15,93.3,2,4,50.0,0,0.0,0.0,0,4,0,0,7,27.0,AM,30,28,2,1,0,0,4,0,1,1,0,0,25,0,1,27.0,AM,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,0,0,27.0,AM,39,0,5,18,16,0,39,4,0,0.0,4,100.0,20,158,76,3,3,0,1,1,31,3,27.0,AM,0,0,0,1,0,0,4,0,0,0,0,0,4,0,0,,,,,,,,,,,,,,,,,,,,,,0,213
6,Deniz Undav,26.0,de GER,AM,27-227,19,0,0,0,0,0,0,0,0,11,0,0,1,0.0,0.0,0.0,0,0,5,10,50.0,2,6,0,0,0,26.0,AM,5,10,50.0,106,62,1,2,50.0,3,4,75.0,1,3,33.3,0,0.0,0.0,0,2,0,0,2,26.0,AM,10,9,1,0,0,0,0,0,0,0,0,0,5,0,1,26.0,AM,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,0,0,26.0,AM,11,0,0,9,3,1,11,0,0,,0,,6,22,3,0,0,0,0,3,10,3,26.0,AM,0,0,0,2,0,0,0,0,0,0,0,0,3,0,2,0.0,,,,,,,,,,,,,,,,,,,,,0,213
7,Enzo Millot,8.0,fr FRA,AM,21-229,71,0,0,0,0,0,0,0,0,35,2,0,1,0.0,0.0,0.0,3,1,25,29,86.2,3,13,1,2,1,8.0,AM,25,29,86.2,376,44,10,13,76.9,12,12,100.0,1,1,100.0,0,0.0,0.0,0,1,0,0,3,8.0,AM,29,27,2,1,0,0,0,1,0,0,0,0,25,0,1,8.0,AM,2,0,0,1,1,2,2,100.0,0,1,0,1,0,2,1,0,8.0,AM,35,1,3,24,8,0,35,2,1,50.0,1,50.0,13,66,29,1,0,1,1,0,28,3,8.0,AM,0,0,0,1,3,0,0,0,0,1,0,0,6,0,0,,,,,,,,,,,,,,,,,,,,,,0,213
8,Hiroki Ito,21.0,jp JPN,CB,24-295,90,0,0,0,0,0,0,0,0,90,0,1,0,0.0,0.0,0.0,0,0,80,87,92.0,3,29,0,1,0,21.0,CB,80,87,92.0,1506,526,34,36,94.4,37,39,94.9,9,12,75.0,0,0.0,0.0,0,2,0,0,3,21.0,CB,87,80,7,2,0,2,0,0,0,0,0,0,80,0,0,21.0,CB,0,0,0,0,0,0,0,,0,0,0,0,1,1,1,0,21.0,CB,90,9,53,37,0,0,90,1,0,0.0,1,100.0,29,102,41,0,0,0,0,0,66,0,21.0,CB,0,0,0,1,0,0,0,1,0,0,0,0,4,1,2,33.3,,,,,,,,,,,,,,,,,,,,,0,213
9,Jamie Leweling,18.0,de GER,"AM,WB",23-005,20,0,1,0,0,0,0,0,0,15,0,0,2,0.0,0.0,0.0,1,1,8,9,88.9,2,8,0,1,0,18.0,"AM,WB",8,9,88.9,161,77,4,4,100.0,2,2,100.0,2,2,100.0,1,0.0,0.0,1,1,1,0,2,18.0,"AM,WB",9,7,2,0,0,0,1,2,0,0,0,0,8,0,1,18.0,"AM,WB",0,0,0,0,0,0,0,,0,2,0,2,0,0,0,0,18.0,"AM,WB",15,0,3,5,7,1,15,1,0,0.0,0,0.0,8,54,9,0,1,0,2,1,9,1,18.0,"AM,WB",0,0,0,0,1,0,1,0,0,0,0,0,2,0,1,0.0,,,,,,,,,,,,,,,,,,,,,0,213
10,Jeong Woo-yeong,10.0,kr KOR,AM,24-164,4,0,0,0,0,0,0,0,0,2,1,0,0,0.0,0.0,0.0,0,0,0,0,,0,1,0,0,0,10.0,AM,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0,10.0,AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0,AM,1,0,0,1,0,0,0,,0,0,0,0,0,1,0,0,10.0,AM,2,0,0,2,0,0,2,0,0,,0,,1,1,0,0,0,0,1,0,1,0,10.0,AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,213
11,Josha Vagnoman,4.0,de GER,WB,23-082,90,1,0,0,0,2,1,0,0,53,2,0,1,0.2,0.2,0.1,1,0,30,42,71.4,1,13,2,0,0,4.0,WB,30,42,71.4,431,147,18,25,72.0,9,9,100.0,2,3,66.7,0,0.1,0.0,1,0,0,0,1,4.0,WB,42,34,7,0,0,1,0,7,0,0,0,0,30,1,3,4.0,WB,2,2,2,0,0,2,2,100.0,0,1,1,0,0,2,2,0,4.0,WB,53,2,16,17,20,6,53,0,0,,0,,13,92,53,2,1,2,3,1,32,7,4.0,WB,0,0,0,1,0,1,0,0,2,0,0,0,3,0,0,,,,,,,,,,,,,,,,,,,,,,0,213
12,Mahmoud Dahoud,5.0,de GER,CM,28-061,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,,0,0,0,0,0,5.0,CM,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0,5.0,CM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,CM,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,5.0,CM,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,5.0,CM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,213
13,Maximilian Mittelstädt,7.0,de GER,WB,26-350,85,0,1,0,0,0,0,0,0,66,2,1,2,0.0,0.0,0.2,4,2,44,55,80.0,3,22,3,6,5,7.0,WB,44,55,80.0,621,184,26,28,92.9,16,21,76.2,2,4,50.0,1,0.2,0.1,3,3,2,2,3,7.0,WB,55,54,1,0,0,0,5,1,0,0,0,0,44,0,1,7.0,WB,2,2,0,2,0,1,2,50.0,1,2,1,1,1,3,2,0,7.0,WB,66,4,18,33,15,0,66,6,5,83.3,1,16.7,22,138,96,3,1,0,1,1,44,8,7.0,WB,0,0,0,2,2,0,5,1,2,0,0,0,4,3,1,75.0,,,,,,,,,,,,,,,,,,,,,0,213
14,Serhou Guirassy,9.0,gn GUI,FW,27-356,86,2,0,1,1,2,1,0,0,47,0,1,1,0.9,0.1,0.0,0,0,24,33,72.7,3,24,2,3,1,9.0,FW,24,33,72.7,257,43,16,18,88.9,4,5,80.0,0,1,0.0,0,0.0,0.1,0,1,1,0,3,9.0,FW,33,32,1,0,0,0,0,0,0,0,0,0,24,0,1,9.0,FW,0,0,0,0,0,0,0,,0,1,0,1,1,1,3,0,9.0,FW,47,2,4,26,17,5,46,3,1,33.3,1,33.3,24,104,62,2,2,2,2,0,40,5,9.0,FW,0,0,0,0,6,1,0,1,0,0,0,0,3,5,3,62.5,,,,,,,,,,,,,,,,,,,,,0,213
15,Silas Katompa,14.0,cd COD,FW,25-148,5,0,0,0,0,0,0,0,0,4,0,0,0,0.0,0.0,0.0,0,0,1,1,100.0,0,3,0,1,0,14.0,FW,1,1,100.0,9,0,1,1,100.0,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0,14.0,FW,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,14.0,FW,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,14.0,FW,4,0,0,2,2,0,4,1,0,0.0,1,100.0,3,8,0,0,0,0,2,1,4,3,14.0,FW,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0,,,,,,,,,,,,,,,,,,,,,0,213
0,16 Players,,,,,913,0,0,0,0,6,0,2,1,363,15,10,16,1.0,1.0,1.0,12,0,185,258,71.7,11,190,9,13,7,,,185,258,71.7,3500,1621,81,97,83.5,80,99,80.8,22,53,41.5,0,1.0,0.7,6,10,4,3,11,,,258,219,37,10,0,0,8,10,1,0,1,0,185,2,6,,,15,10,10,5,0,8,16,50.0,8,16,5,11,10,25,28,0,,,363,84,212,124,37,11,363,13,7,53.8,5,38.5,190,990,544,9,3,3,12,7,182,11,,,2,1,0,10,8,2,8,10,10,0,0,0,34,5,4,55.6,,,,,,,,,,,,,,,,,,,,,1,214
1,Benno Schmitz,2.0,de GER,RB,29-107,8,0,0,0,0,0,0,0,0,9,2,1,0,0.0,0.0,0.0,0,0,7,7,100.0,0,6,1,0,0,2.0,RB,7,7,100.0,89,36,5,5,100.0,2,2,100.0,0,0,,0,0.0,0.0,0,0,0,0,0,2.0,RB,7,7,0,0,0,0,0,0,0,0,0,0,7,0,0,2.0,RB,2,1,1,1,0,1,2,50.0,1,0,0,0,1,3,0,0,2.0,RB,9,1,4,6,0,0,9,0,0,,0,,6,25,23,1,0,0,0,0,6,0,2.0,RB,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,1,214
