index,Player,Summary_#,Nation,Summary_Pos,Age,Min,Summary_Gls,Summary_Ast,Summary_PK,Summary_PKatt,Summary_Sh,Summary_SoT,Summary_CrdY,Summary_CrdR,Summary_Touches,Summary_Tkl,Summary_Int,Summary_Blocks,Summary_xG,Summary_npxG,Summary_xAG,Summary_SCA,Summary_GCA,Summary_Cmp,Summary_Att,Summary_Cmp%,Summary_PrgP,Summary_Carries,Summary_PrgC,Summary_Att,Summary_Succ,Passing_#,Passing_Pos,Passing_Cmp,Passing_Att,Passing_Cmp%,Passing_TotDist,Passing_PrgDist,Passing_Cmp,Passing_Att,Passing_Cmp%,Passing_Cmp,Passing_Att,Passing_Cmp%,Passing_Cmp,Passing_Att,Passing_Cmp%,Passing_Ast,Passing_xAG,Passing_xA,Passing_KP,Passing_1/3,Passing_PPA,Passing_CrsPA,Passing_PrgP,Pass_Types_#,Pass_Types_Pos,Pass_Types_Att,Pass_Types_Live,Pass_Types_Dead,Pass_Types_FK,Pass_Types_TB,Pass_Types_Sw,Pass_Types_Crs,Pass_Types_TI,Pass_Types_CK,Pass_Types_In,Pass_Types_Out,Pass_Types_Str,Pass_Types_Cmp,Pass_Types_Off,Pass_Types_Blocks,Defensive_Actions_#,Defensive_Actions_Pos,Defensive_Actions_Tkl,Defensive_Actions_TklW,Defensive_Actions_Def 3rd,Defensive_Actions_Mid 3rd,Defensive_Actions_Att 3rd,Defensive_Actions_Tkl,Defensive_Actions_Att,Defensive_Actions_Tkl%,Defensive_Actions_Lost,Defensive_Actions_Blocks,Defensive_Actions_Sh,Defensive_Actions_Pass,Defensive_Actions_Int,Defensive_Actions_Tkl+Int,Defensive_Actions_Clr,Defensive_Actions_Err,Possession_#,Possession_Pos,Possession_Touches,Possession_Def Pen,Possession_Def 3rd,Possession_Mid 3rd,Possession_Att 3rd,Possession_Att Pen,Possession_Live,Possession_Att,Possession_Succ,Possession_Succ%,Possession_Tkld,Possession_Tkld%,Possession_Carries,Possession_TotDist,Possession_PrgDist,Possession_PrgC,Possession_1/3,Possession_CPA,Possession_Mis,Possession_Dis,Possession_Rec,Possession_PrgR,Miscellaneous_Stats_#,Miscellaneous_Stats_Pos,Miscellaneous_Stats_CrdY,Miscellaneous_Stats_CrdR,Miscellaneous_Stats_2CrdY,Miscellaneous_Stats_Fls,Miscellaneous_Stats_Fld,Miscellaneous_Stats_Off,Miscellaneous_Stats_Crs,Miscellaneous_Stats_Int,Miscellaneous_Stats_TklW,Miscellaneous_Stats_PKwon,Miscellaneous_Stats_PKcon,Miscellaneous_Stats_OG,Miscellaneous_Stats_Recov,Miscellaneous_Stats_Won,Miscellaneous_Stats_Lost,Miscellaneous_Stats_Won%,Goalkeeping_SoTA,Goalkeeping_GA,Goalkeeping_Saves,Goalkeeping_Save%,Goalkeeping_PSxG,Goalkeeping_Cmp,Goalkeeping_Att,Goalkeeping_Cmp%,Goalkeeping_Att (GK),Goalkeeping_Thr,Goalkeeping_Launch%,Goalkeeping_AvgLen,Goalkeeping_Att,Goalkeeping_Launch%,Goalkeeping_AvgLen,Goalkeeping_Opp,Goalkeeping_Stp,Goalkeeping_Stp%,Goalkeeping_#OPA,Goalkeeping_AvgDist,home,game_id
2,Emmanuel Boateng,21.0,gh GHA,FW,21-109,36,0,0,0,0,0,0,1,0,13,0,0,0,0.0,0.0,0.0,0,0,3,7,42.9,0,7,0,0,0,21.0,FW,3,7,42.9,48,1,2,5,40.0,1,2,50.0,0,0,,0,0.0,0.0,0,1,0,0,0,21.0,FW,7,7,0,0,0,0,0,0,0,0,0,0,3,0,0,21.0,FW,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,0,21.0,FW,13,3,3,9,1,0,13,0,0,,0,,7,42,3,0,0,0,2,2,10,0,21.0,FW,1,0,0,3,1,0,0,0,0,0,0,0,1,3,4,42.9,,,,,,,,,,,,,,,,,,,,,0,21
3,Ivi,14.0,es ESP,LW,23-072,67,1,0,0,0,3,1,0,0,27,1,1,0,0.6,0.6,0.0,3,1,11,18,61.1,0,15,1,1,1,14.0,LW,11,18,61.1,99,5,9,13,69.2,1,1,100.0,0,2,0.0,0,0.0,0.0,0,0,0,0,0,14.0,LW,18,17,1,0,0,0,2,0,1,1,0,0,11,0,1,14.0,LW,1,0,1,0,0,0,2,0.0,2,0,0,0,1,2,1,0,14.0,LW,27,3,10,7,10,3,27,1,1,100.0,0,0.0,15,133,61,1,0,0,2,2,17,3,14.0,LW,0,0,0,2,1,0,2,1,0,0,0,0,2,1,0,100.0,,,,,,,,,,,,,,,,,,,,,0,21
4,Iván López,2.0,es ESP,RB,24-017,19,0,1,0,0,0,0,0,0,14,0,2,0,0.0,0.0,0.6,1,1,8,11,72.7,1,6,1,2,2,2.0,RB,8,11,72.7,204,73,3,4,75.0,2,2,100.0,3,5,60.0,1,0.6,0.1,1,1,0,0,1,2.0,RB,11,9,2,0,0,2,1,2,0,0,0,0,8,0,0,2.0,RB,0,0,0,0,0,0,0,,0,0,0,0,2,2,0,0,2.0,RB,14,2,5,7,2,0,14,2,2,100.0,0,0.0,6,55,40,1,0,0,1,0,5,0,2.0,RB,0,0,0,0,0,0,1,2,0,0,0,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,0,21
5,Jason,23.0,es ESP,RW,23-065,90,0,0,0,0,1,0,0,0,33,2,2,2,0.0,0.0,0.0,0,0,13,21,61.9,0,20,1,1,0,23.0,RW,13,21,61.9,91,10,8,9,88.9,0,3,0.0,0,2,0.0,0,0.0,0.0,0,0,0,0,0,23.0,RW,21,21,0,0,0,0,1,0,0,0,0,0,13,0,1,23.0,RW,2,2,2,0,0,2,3,66.7,1,2,0,2,2,4,2,0,23.0,RW,33,1,14,9,10,0,33,1,0,0.0,1,100.0,20,116,26,1,1,0,3,1,19,2,23.0,RW,0,0,0,1,0,1,1,2,2,0,0,0,6,0,1,0.0,,,,,,,,,,,,,,,,,,,,,0,21
6,Jefferson Lerma,8.0,co COL,CM,22-319,90,0,0,0,0,0,0,1,0,31,3,7,1,0.0,0.0,0.0,1,0,15,18,83.3,2,12,1,0,0,8.0,CM,15,18,83.3,251,38,6,8,75.0,6,6,100.0,2,3,66.7,0,0.0,0.0,1,3,0,0,2,8.0,CM,18,18,0,0,0,0,0,0,0,0,0,0,15,0,0,8.0,CM,3,2,3,0,0,1,1,100.0,0,1,0,1,7,10,2,0,8.0,CM,31,4,15,14,2,0,31,0,0,,0,,12,44,20,1,0,0,2,1,12,0,8.0,CM,1,0,0,2,4,0,0,7,2,0,0,0,3,0,1,0.0,,,,,,,,,,,,,,,,,,,,,0,21
7,José Campaña,24.0,es ESP,CM,24-101,90,0,0,0,0,0,0,0,0,31,1,0,0,0.0,0.0,0.1,2,0,24,31,77.4,3,19,2,0,0,24.0,CM,24,31,77.4,342,89,15,17,88.2,8,10,80.0,1,3,33.3,0,0.1,0.0,2,1,1,0,3,24.0,CM,31,29,2,0,0,0,3,0,2,1,1,0,24,0,2,24.0,CM,1,1,1,0,0,0,2,0.0,2,0,0,0,0,1,0,0,24.0,CM,31,1,7,16,8,0,31,0,0,,0,,19,111,81,2,2,0,0,1,24,0,24.0,CM,0,0,0,0,0,0,3,0,1,0,0,0,5,0,1,0.0,,,,,,,,,,,,,,,,,,,,,0,21
8,Pedro López Muñoz,19.0,es ESP,RB,33-312,71,0,0,0,0,0,0,0,0,30,1,1,2,0.0,0.0,0.0,0,0,18,24,75.0,0,12,1,2,2,19.0,RB,18,24,75.0,223,128,11,12,91.7,5,8,62.5,1,2,50.0,0,0.0,0.0,0,0,0,0,0,19.0,RB,24,17,7,0,0,0,1,7,0,0,0,0,18,0,1,19.0,RB,1,1,1,0,0,1,1,100.0,0,2,0,2,1,2,1,0,19.0,RB,30,1,13,11,6,1,30,2,2,100.0,0,0.0,12,34,29,1,0,0,0,0,14,1,19.0,RB,0,0,0,1,2,0,1,1,1,0,0,0,0,0,2,0.0,,,,,,,,,,,,,,,,,,,,,0,21
9,Raúl Fernández,1.0,es ESP,GK,29-180,90,0,0,0,0,0,0,0,0,62,0,0,0,0.0,0.0,0.0,0,0,30,55,54.5,0,27,0,0,0,1.0,GK,30,55,54.5,1436,1268,0,0,,6,6,100.0,24,48,50.0,0,0.0,0.0,0,2,0,0,0,1.0,GK,55,33,22,6,0,0,0,0,0,0,0,0,30,0,1,1.0,GK,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,0,1.0,GK,62,57,62,0,0,0,62,0,0,,0,,27,239,202,0,0,0,0,0,13,0,1.0,GK,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,100.0,10.0,1.0,9.0,90.0,2.9,19.0,42.0,45.2,39.0,6.0,66.7,47.9,16.0,100.0,64.3,35.0,1.0,2.9,3.0,13.1,0,21
10,Rober,4.0,es ESP,CM,22-205,90,0,0,0,0,0,0,0,0,25,1,1,3,0.0,0.0,0.0,0,0,13,17,76.5,1,12,0,0,0,4.0,CM,13,17,76.5,246,41,3,6,50.0,7,7,100.0,2,3,66.7,0,0.0,0.0,0,2,0,0,1,4.0,CM,17,17,0,0,0,0,0,0,0,0,0,0,13,0,0,4.0,CM,1,0,1,0,0,0,1,0.0,1,3,1,2,1,2,3,0,4.0,CM,25,5,12,12,1,0,25,0,0,,0,,12,35,13,0,0,0,0,0,13,0,4.0,CM,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,0,21
11,Samu García,7.0,es ESP,LW,27-058,23,0,0,0,0,0,0,0,0,12,1,0,0,0.0,0.0,0.0,0,0,5,10,50.0,0,7,1,0,0,7.0,LW,5,10,50.0,36,5,4,5,80.0,0,1,0.0,0,0,,0,0.0,0.0,0,0,0,0,0,7.0,LW,10,9,0,0,1,0,0,0,0,0,0,0,5,1,2,7.0,LW,1,0,0,0,1,0,0,,0,0,0,0,0,1,1,0,7.0,LW,12,0,4,3,5,0,12,0,0,,0,,7,34,22,1,0,0,0,0,8,2,7.0,LW,0,0,0,2,0,0,0,0,0,0,0,0,1,1,1,50.0,,,,,,,,,,,,,,,,,,,,,0,21
12,Sergio Postigo,15.0,es ESP,CB,28-309,90,0,0,0,0,0,0,0,0,36,1,1,0,0.0,0.0,0.0,0,0,21,24,87.5,0,16,0,0,0,15.0,CB,21,24,87.5,562,312,5,6,83.3,10,10,100.0,6,8,75.0,0,0.0,0.0,0,1,0,0,0,15.0,CB,24,20,4,4,0,1,0,0,0,0,0,0,21,0,0,15.0,CB,1,0,1,0,0,1,2,50.0,1,0,0,0,1,2,9,0,15.0,CB,36,13,27,9,0,0,36,0,0,,0,,16,61,34,0,0,0,0,0,16,0,15.0,CB,0,0,0,0,1,0,0,1,0,0,0,0,3,0,2,0.0,,,,,,,,,,,,,,,,,,,,,0,21
13,Toño,3.0,es ESP,LB,27-306,90,0,0,0,0,0,0,0,0,40,2,0,0,0.0,0.0,0.0,1,0,29,34,85.3,3,23,2,2,1,3.0,LB,29,34,85.3,551,293,14,17,82.4,11,12,91.7,4,5,80.0,0,0.0,0.0,0,4,0,0,3,3.0,LB,34,29,5,0,0,0,0,5,0,0,0,0,29,0,0,3.0,LB,2,2,2,0,0,0,1,0.0,1,0,0,0,0,2,2,0,3.0,LB,40,3,16,15,11,0,40,2,1,50.0,1,50.0,23,147,101,2,1,0,1,0,26,0,3.0,LB,0,0,0,1,0,0,0,0,2,0,0,0,5,0,0,,,,,,,,,,,,,,,,,,,,,,0,21
0,14 Players,,,,,990,0,0,0,0,11,0,1,0,630,29,15,17,0.5,0.5,0.4,20,0,407,512,79.5,44,389,23,18,7,,,407,512,79.5,7325,2347,183,203,90.1,169,203,83.3,45,83,54.2,0,0.4,0.7,9,46,8,4,44,,,512,464,48,14,0,4,22,21,4,1,2,0,407,0,8,,,29,17,18,8,3,14,22,63.6,8,17,3,14,15,44,16,0,,,630,67,190,273,178,15,630,18,7,38.9,11,61.1,389,1999,1041,23,23,4,11,13,403,43,,,1,0,0,16,14,0,22,15,17,0,0,0,53,12,11,52.2,,,,,,,,,,,,,,,,,,,,,1,22
1,Andreas Pereira,11.0,br BRA,LM,21-251,60,0,0,0,0,1,0,0,0,34,0,0,0,0.0,0.0,0.1,2,0,19,29,65.5,1,25,2,1,0,11.0,LM,19,29,65.5,263,62,12,14,85.7,5,9,55.6,1,2,50.0,0,0.1,0.1,2,1,2,1,1,11.0,LM,29,29,0,0,0,0,4,0,0,0,0,0,19,0,1,11.0,LM,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,11.0,LM,34,1,5,14,15,0,34,1,0,0.0,1,100.0,25,100,56,2,1,0,0,1,28,5,11.0,LM,0,0,0,2,2,0,4,0,0,0,0,0,3,0,1,0.0,,,,,,,,,,,,,,,,,,,,,1,22
2,Carlos Soler,18.0,es ESP,RM,20-250,90,0,0,0,0,1,0,0,0,40,2,0,1,0.0,0.0,0.0,0,0,21,28,75.0,1,23,1,5,1,18.0,RM,21,28,75.0,288,61,14,15,93.3,5,5,100.0,1,3,33.3,0,0.0,0.0,0,2,0,0,1,18.0,RM,28,28,0,0,0,0,2,0,0,0,0,0,21,0,2,18.0,RM,2,2,2,0,0,1,1,100.0,0,1,0,1,0,2,0,0,18.0,RM,40,1,7,13,20,2,40,5,1,20.0,4,80.0,23,119,37,1,0,1,0,0,27,5,18.0,RM,0,0,0,1,1,0,2,0,2,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,1,22
3,Daniel Parejo,10.0,es ESP,CM,28-146,90,0,0,0,0,0,0,0,0,90,3,1,1,0.0,0.0,0.1,5,0,71,82,86.6,9,64,4,2,1,10.0,CM,71,82,86.6,1421,448,30,32,93.8,28,33,84.8,11,15,73.3,0,0.1,0.2,1,22,0,0,9,10.0,CM,82,73,9,5,0,3,4,0,4,1,2,0,71,0,0,10.0,CM,3,1,0,1,2,1,2,50.0,1,1,0,1,1,4,0,0,10.0,CM,90,1,11,61,19,0,90,2,1,50.0,1,50.0,64,315,184,4,3,0,2,1,65,1,10.0,CM,0,0,0,1,2,0,4,1,1,0,0,0,7,0,2,0.0,,,,,,,,,,,,,,,,,,,,,1,22
4,Ezequiel Garay,24.0,ar ARG,CB,30-334,73,0,0,0,0,0,0,0,0,48,1,2,2,0.0,0.0,0.0,1,0,34,41,82.9,1,27,0,0,0,24.0,CB,34,41,82.9,708,151,10,11,90.9,19,20,95.0,5,10,50.0,0,0.0,0.0,0,3,0,0,1,24.0,CB,41,40,1,1,0,0,0,0,0,0,0,0,34,0,0,24.0,CB,1,0,1,0,0,1,2,50.0,1,2,1,1,2,3,3,0,24.0,CB,48,9,26,21,1,0,48,0,0,,0,,27,118,46,0,1,0,1,0,30,0,24.0,CB,0,0,0,0,1,0,0,2,0,0,0,0,3,1,0,100.0,,,,,,,,,,,,,,,,,,,,,1,22
5,Gabriel Paulista,5.0,br BRA,CB,26-287,90,0,0,0,0,1,0,0,0,62,4,3,1,0.1,0.1,0.0,0,0,46,51,90.2,7,40,1,1,1,5.0,CB,46,51,90.2,979,368,11,12,91.7,27,28,96.4,8,11,72.7,0,0.0,0.0,0,3,0,0,7,5.0,CB,51,50,1,1,0,0,0,0,0,0,0,0,46,0,0,5.0,CB,4,1,4,0,0,4,6,66.7,2,1,0,1,3,7,3,0,5.0,CB,62,11,36,26,3,1,62,1,1,100.0,0,0.0,40,169,83,1,1,0,0,0,37,0,5.0,CB,0,0,0,1,1,0,0,3,1,0,0,0,11,1,0,100.0,,,,,,,,,,,,,,,,,,,,,1,22
6,Geoffrey Kondogbia,16.0,cf CTA,CM,24-206,90,0,0,0,0,2,0,0,0,81,7,3,4,0.0,0.0,0.0,2,0,58,64,90.6,8,52,2,0,0,16.0,CM,58,64,90.6,958,221,27,29,93.1,29,31,93.5,2,4,50.0,0,0.0,0.1,1,4,1,0,8,16.0,CM,64,60,4,4,0,0,0,0,0,0,0,0,58,0,0,16.0,CM,7,4,5,2,0,1,3,33.3,2,4,0,4,3,10,1,0,16.0,CM,81,3,17,53,13,1,81,0,0,,0,,52,210,82,2,2,1,2,4,48,4,16.0,CM,0,0,0,2,3,0,0,3,4,0,0,0,10,2,1,66.7,,,,,,,,,,,,,,,,,,,,,1,22
7,Gonçalo Guedes,7.0,pt POR,LM,20-284,30,0,0,0,0,0,0,0,0,23,0,0,1,0.0,0.0,0.0,1,0,10,16,62.5,0,18,2,3,2,7.0,LM,10,16,62.5,145,19,5,8,62.5,2,3,66.7,1,1,100.0,0,0.0,0.0,1,0,1,1,0,7.0,LM,16,16,0,0,0,0,2,0,0,0,0,0,10,0,2,7.0,LM,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,1,0,7.0,LM,23,2,4,9,12,2,23,3,2,66.7,1,33.3,18,98,50,2,1,1,1,1,20,7,7.0,LM,0,0,0,1,0,0,2,0,0,0,0,0,3,0,0,,,,,,,,,,,,,,,,,,,,,,1,22
8,Jeison Murillo,4.0,co COL,CB,25-105,17,0,0,0,0,0,0,0,0,8,1,0,1,0.0,0.0,0.0,0,0,4,4,100.0,0,3,0,0,0,4.0,CB,4,4,100.0,92,25,1,1,100.0,3,3,100.0,0,0,,0,0.0,0.0,0,0,0,0,0,4.0,CB,4,4,0,0,0,0,0,0,0,0,0,0,4,0,0,4.0,CB,1,1,1,0,0,1,1,100.0,0,1,1,0,0,1,1,0,4.0,CB,8,1,5,3,0,0,8,0,0,,0,,3,16,7,0,0,0,0,0,3,0,4.0,CB,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,1,22
9,José Luis Gayà,14.0,es ESP,LB,22-107,90,0,0,0,0,1,0,0,0,83,3,0,2,0.0,0.0,0.1,4,0,55,74,74.3,10,52,7,2,1,14.0,LB,55,74,74.3,789,291,34,40,85.0,17,24,70.8,3,8,37.5,0,0.1,0.1,2,5,2,2,10,14.0,LB,74,65,9,0,0,0,6,9,0,0,0,0,55,0,1,14.0,LB,3,3,2,1,0,2,2,100.0,0,2,0,2,0,3,0,0,14.0,LB,83,1,22,24,37,3,83,2,1,50.0,1,50.0,52,360,253,7,7,1,0,1,56,7,14.0,LB,0,0,0,0,0,0,6,0,3,0,0,0,6,1,1,50.0,,,,,,,,,,,,,,,,,,,,,1,22
10,Martín Montoya,21.0,es ESP,RB,26-148,90,0,0,0,0,0,0,1,0,71,4,6,3,0.0,0.0,0.0,1,0,43,56,76.8,4,36,3,1,0,21.0,RB,43,56,76.8,678,168,20,20,100.0,21,28,75.0,2,6,33.3,0,0.0,0.0,0,4,1,0,4,21.0,RB,56,44,12,1,0,0,4,11,0,0,0,0,43,0,2,21.0,RB,4,2,3,1,0,3,4,75.0,1,3,1,2,6,10,3,0,21.0,RB,71,5,22,28,24,0,71,1,0,0.0,1,100.0,36,196,96,3,5,0,0,0,38,3,21.0,RB,1,0,0,1,2,0,4,6,2,0,0,0,5,0,0,,,,,,,,,,,,,,,,,,,,,,1,22
11,Neto,13.0,br BRA,GK,28-052,90,0,0,0,0,0,0,0,0,30,0,0,0,0.0,0.0,0.0,0,0,15,27,55.6,0,12,0,0,0,13.0,GK,15,27,55.6,546,450,1,1,100.0,5,6,83.3,9,20,45.0,0,0.0,0.0,0,0,0,0,0,13.0,GK,27,17,10,2,0,0,0,0,0,0,0,0,15,0,0,13.0,GK,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,13.0,GK,30,29,30,0,0,0,30,0,0,,0,,12,118,89,0,0,0,0,0,7,0,13.0,GK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,4.0,0.0,4.0,100.0,0.6,5.0,16.0,31.3,19.0,8.0,52.6,39.9,8.0,75.0,57.0,14.0,3.0,21.4,0.0,4.0,1,22
12,Rodrigo,19.0,es ESP,FW,26-187,69,0,0,0,0,3,0,0,0,21,1,0,1,0.2,0.2,0.0,1,0,9,12,75.0,1,13,1,1,0,19.0,FW,9,12,75.0,121,25,8,9,88.9,0,1,0.0,1,2,50.0,0,0.0,0.0,0,0,1,0,1,19.0,FW,12,11,1,0,0,0,0,1,0,0,0,0,9,0,0,19.0,FW,1,1,0,1,0,0,0,,0,1,0,1,0,1,0,0,19.0,FW,21,0,2,6,13,3,21,1,0,0.0,1,100.0,13,75,34,1,1,0,3,1,14,4,19.0,FW,0,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0.0,,,,,,,,,,,,,,,,,,,,,1,22
13,Santi Mina,22.0,es ESP,FW,21-276,21,0,0,0,0,0,0,0,0,10,0,0,0,0.0,0.0,0.0,2,0,8,9,88.9,0,7,0,1,1,22.0,FW,8,9,88.9,97,16,6,6,100.0,2,3,66.7,0,0,,0,0.0,0.0,2,0,0,0,0,22.0,FW,9,9,0,0,0,0,0,0,0,0,0,0,8,0,0,22.0,FW,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,22.0,FW,10,0,0,3,7,0,10,1,1,100.0,0,0.0,7,54,12,0,0,0,0,2,8,1,22.0,FW,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.0,,,,,,,,,,,,,,,,,,,,,1,22
0,14 Players,,,,,990,0,0,0,0,13,4,0,0,662,24,13,14,0.6,0.6,0.4,21,0,433,537,80.6,46,396,24,22,8,,,433,537,80.6,6886,2436,223,245,91.0,132,158,83.5,47,83,56.6,0,0.4,0.7,6,34,6,1,46,,,537,483,54,16,1,4,17,25,3,1,2,0,433,0,16,,,24,19,10,14,0,11,18,61.1,7,14,6,8,13,37,23,0,,,662,62,226,282,164,23,662,22,8,36.4,14,63.6,396,2125,1219,24,20,3,14,15,433,46,,,0,0,0,14,15,0,17,13,19,0,0,0,65,11,12,47.8,,,,,,,,,,,,,,,,,,,,,0,22
1,Fernando Torres,9.0,es ESP,FW,33-173,26,0,0,0,0,1,0,0,0,14,1,0,0,0.1,0.1,0.0,1,0,3,8,37.5,0,9,1,2,0,9.0,FW,3,8,37.5,19,3,2,4,50.0,0,2,0.0,0,1,0.0,0,0.0,0.0,0,0,0,0,0,9.0,FW,8,8,0,0,0,0,1,0,0,0,0,0,3,0,0,9.0,FW,1,0,0,1,0,0,0,,0,0,0,0,0,1,1,0,9.0,FW,14,1,2,5,7,0,14,2,0,0.0,2,100.0,9,50,30,1,1,0,1,0,9,3,9.0,FW,0,0,0,0,1,0,1,0,0,0,0,0,2,1,1,50.0,,,,,,,,,,,,,,,,,,,,,0,22
2,Filipe Luís,3.0,br BRA,LB,32-031,90,0,0,0,0,0,0,0,0,79,5,0,2,0.0,0.0,0.1,4,0,55,67,82.1,9,48,1,3,1,3.0,LB,55,67,82.1,673,278,41,43,95.3,13,18,72.2,0,2,0.0,0,0.1,0.2,2,3,1,1,9,3.0,LB,67,54,13,2,0,0,1,11,0,0,0,0,55,0,2,3.0,LB,5,4,2,3,0,4,4,100.0,0,2,0,2,0,5,2,0,3.0,LB,79,4,22,40,19,2,79,3,1,33.3,2,66.7,48,237,139,1,3,0,0,0,48,9,3.0,LB,0,0,0,2,2,0,1,0,4,0,0,0,8,0,0,,,,,,,,,,,,,,,,,,,,,,0,22
3,Jan Oblak,13.0,si SVN,GK,24-245,90,0,0,0,0,0,0,0,0,29,0,0,0,0.0,0.0,0.0,0,0,15,29,51.7,0,6,0,0,0,13.0,GK,15,29,51.7,560,458,1,1,100.0,4,5,80.0,10,23,43.5,0,0.0,0.0,0,0,0,0,0,13.0,GK,29,15,14,5,0,0,0,0,0,0,0,0,15,0,0,13.0,GK,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,13.0,GK,29,25,29,0,0,0,29,0,0,,0,,6,37,29,0,0,0,0,0,9,0,13.0,GK,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,0.0,0.0,0.0,,0.0,7.0,19.0,36.8,20.0,4.0,55.0,40.6,9.0,88.9,57.0,21.0,1.0,4.8,0.0,9.5,0,22
4,Juanfran,20.0,es ESP,RB,32-243,90,0,0,0,0,0,0,0,0,62,2,1,0,0.0,0.0,0.0,1,0,47,56,83.9,3,34,1,2,0,20.0,RB,47,56,83.9,598,170,29,31,93.5,13,16,81.3,2,3,66.7,0,0.0,0.0,0,3,0,0,3,20.0,RB,56,43,13,0,0,0,4,13,0,0,0,0,47,0,3,20.0,RB,2,2,1,1,0,1,2,50.0,1,0,0,0,1,3,1,0,20.0,RB,62,3,15,25,23,3,62,2,0,0.0,2,100.0,34,141,85,1,2,0,0,0,38,8,20.0,RB,0,0,0,2,0,0,4,1,2,0,0,0,1,0,1,0.0,,,,,,,,,,,,,,,,,,,,,0,22
5,Koke,6.0,es ESP,"RM,LM",25-244,90,0,0,0,0,1,0,0,0,107,1,1,3,0.0,0.0,0.0,4,0,80,100,80.0,14,75,4,1,1,6.0,"RM,LM",80,100,80.0,1380,502,36,41,87.8,28,33,84.8,12,18,66.7,0,0.0,0.1,0,14,1,0,14,6.0,"RM,LM",100,92,8,6,0,2,6,0,2,1,1,0,80,0,3,6.0,"RM,LM",1,1,1,0,0,1,2,50.0,1,3,1,2,1,2,0,0,6.0,"RM,LM",107,1,19,62,29,2,107,1,1,100.0,0,0.0,75,332,205,4,2,0,4,3,87,4,6.0,"RM,LM",0,0,0,2,2,0,6,1,1,0,0,0,9,1,0,100.0,,,,,,,,,,,,,,,,,,,,,0,22
6,Kévin Gameiro,21.0,fr FRA,FW,30-123,19,0,0,0,0,0,0,0,0,4,0,0,0,0.0,0.0,0.0,0,0,2,2,100.0,0,4,0,1,1,21.0,FW,2,2,100.0,17,1,2,2,100.0,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0,21.0,FW,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,21.0,FW,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,21.0,FW,4,0,1,2,2,0,4,1,1,100.0,0,0.0,4,34,32,0,0,0,1,0,4,1,21.0,FW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,,,,,,,,,,,,,,,,,,,,,0,22
7,Lucas Hernández,19.0,fr FRA,CB,21-207,90,0,0,0,0,0,0,0,0,53,2,2,3,0.0,0.0,0.0,0,0,34,37,91.9,4,32,0,0,0,19.0,CB,34,37,91.9,601,168,12,13,92.3,14,15,93.3,5,6,83.3,0,0.0,0.0,0,2,0,0,4,19.0,CB,37,36,1,1,0,0,0,0,0,0,0,0,34,0,0,19.0,CB,2,2,0,2,0,2,3,66.7,1,3,3,0,2,4,6,0,19.0,CB,53,8,30,23,0,0,53,0,0,,0,,32,133,49,0,0,0,1,0,30,0,19.0,CB,0,0,0,1,1,0,0,2,2,0,0,0,5,2,2,50.0,,,,,,,,,,,,,,,,,,,,,0,22
8,Luciano Vietto,17.0,ar ARG,FW,23-278,64,0,0,0,0,3,0,0,0,31,0,2,0,0.3,0.3,0.0,0,0,19,23,82.6,2,20,0,2,1,17.0,FW,19,23,82.6,198,54,11,13,84.6,3,4,75.0,0,1,0.0,0,0.0,0.0,0,1,0,0,2,17.0,FW,23,22,1,0,0,0,1,0,0,0,0,0,19,0,0,17.0,FW,0,0,0,0,0,0,1,0.0,1,0,0,0,2,2,2,0,17.0,FW,31,3,10,8,13,4,31,2,1,50.0,1,50.0,20,118,62,0,1,0,1,2,23,6,17.0,FW,0,0,0,0,2,0,1,2,0,0,0,0,5,1,0,100.0,,,,,,,,,,,,,,,,,,,,,0,22
